alert_id,duplicate_ordinal,case_id,group,repo_name,pr_number,pr_id,language,task_type,base_sha,head_sha,issue_domain,is_quality_alert,rule_id,rule_name,problem_severity,precision,quality_category,rule_tags,file_path,start_line,message,fingerprint,fingerprint_method,fingerprint_ambiguity_n,source_group,source_row_number,batch_id,attempt,execution_sha256,condition_present,valid_issue,introduced_by_pr,actionability,confidence,evidence_json,rationale,model_supported_introduced_issue,model_supported_actionable_issue,is_security_alert,human_status,human_disposition,human_condition_present,human_introduced_by_pr,human_valid_issue,human_actionability,human_confidence,human_notes,human_revision,human_source_set,human_source_disposition,human_independent_rereview_disposition,human_consensus_disposition,human_resolution_basis
qalert-04172d1c6810d9357f9e2207,1,adjcase-06781e6895c51cd5148fb63f,human,elizaOS/eliza,3526,2338146242,TypeScript,refactor,48b91212d2967fa9b5296e7add66873132b48850,15fd3725aca657b26b7f6b77794f89b54a766a4f,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/plugin-discord/src/index.ts,34,"Unused imports DiscordConfig, validateDiscordConfig.","{""primaryLocationLineHash"": ""f22334ae88216aa:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2141,adjbatch-b1b96cb3a0ab12e9a1356ba4,1,903d384cf8f613cd8773820c4959c5e93ce179e83f073d7a162ff00fbbde3af1,yes,yes,no,optional,high,"[{""explanation"":""`import { validateDiscordConfig, DiscordConfig } from \""./environment.ts\"";` is the only occurrence of either name in the head file; a grep of the file returned line 34 alone, so neither is used."",""file"":""packages/plugin-discord/src/index.ts"",""line"":34,""revision"":""head""},{""explanation"":""The before revision contains the same single-line match for `validateDiscordConfig`/`DiscordConfig` with no other use, so the unused import pre-dates the pending change."",""file"":""packages/plugin-discord/src/index.ts"",""line"":34,""revision"":""before""}]","Both imported names are dead in index.ts on head and equally dead on before; removing them is a trivial cleanup with no behavioural effect, so this is optional and not PR-introduced.",0,0,False,completed,confirmed_valid,yes,yes,yes,,,index.ts 新增 validateDiscordConfig 与 DiscordConfig 导入，构造函数未使用。,,model_excluded,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-042eec08998e7da402389986,1,adjcase-17f74bbc4bbe4958fca5a2b1,ai,airbytehq/airbyte,62455,3190127291,Python,fix,92f1c39ea26bc5066f35f5ff8f7e9d03bbf41eae,98c00b4bdbf96c461b15762e754b5c48e5389e0d,quality,true,py/unused-import,Unused import,recommendation,very-high,maintainability,quality|maintainability|useless-code,airbyte-integrations/connectors/source-file/unit_tests/test_proxy_certificate_support.py,8,Import of 'URLFile' is not used.,"{""primaryLocationLineHash"": ""514c989e330e3991:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,2055,adjbatch-2d8e566e79778166c9d68923,1,24c216773b4ad7114f26a29b8d536a847112ca43ec603f1d0bd789ea342eebde,yes,yes,yes,optional,high,"[{""explanation"":""`from source_file.client import Client, URLFile`; only `Client` is instantiated (lines 21, 39, 51, 60, 72), `URLFile` never appears again."",""file"":""airbyte-integrations/connectors/source-file/unit_tests/test_proxy_certificate_support.py"",""line"":8,""revision"":""head""},{""explanation"":""Before revision imported only `URLFile` and used it in every test via `URLFile(\""https://example.com/test.csv\"", provider)`."",""file"":""airbyte-integrations/connectors/source-file/unit_tests/test_proxy_certificate_support.py"",""line"":11,""revision"":""before""}]","The staged change switched the tests to `Client` but kept `URLFile` in the import list, leaving an unused name. Straightforward dead-import cleanup.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,"test_proxy_certificate_support 本 PR 不再实例化 URLFile，仍 from source_file.client import Client, URLFile。",,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-04303b660db1311eeecc7f01,1,adjcase-e33b67581ccf82c55f8e496d,ai,jlowin/fastmcp,870,3158615630,Python,feat,bed24d20cdfbd43b8de219c0fb561ea33af2e0c7,dee2f33a8103070c20c2f1a1a964b9b490e094e7,quality,true,py/unsafe-cyclic-import,Module-level cyclic import,error,high,correctness_reliability,reliability|correctness|types,src/fastmcp/server/proxy.py,26,"'ToolManager' may not be defined if module [fastmcp.tools.tool_manager](1) is imported before module [fastmcp.server.proxy](2), as the [definition](3) of ToolManager occurs after the cyclic [import](4) of fastmcp.server.proxy.
'ToolManager' may not be defined if module [fastmcp.tools.tool_manager](1) is imported before module [fastmcp.server.proxy](2), as the [definition](3) of ToolManager occurs after the cyclic [import](5) of fastmcp.server.proxy.","{""primaryLocationLineHash"": ""81ca084288f55d05:1"", ""primaryLocationStartColumnFingerprint"": ""39""}",fingerprint,1,ai,2145,adjbatch-ccd3905ef63a1dab5d0855ac,2,e7d1b913533e150595683fab5a24c66e0067e6ff368f822627df67688b8abb87,yes,yes,yes,should_fix,medium,"[{""explanation"":""New runtime import added by PR: `from fastmcp.tools.tool_manager import ToolManager`. This line is absent in the before revision."",""file"":""src/fastmcp/server/proxy.py"",""line"":26,""revision"":""head""},{""explanation"":""`from fastmcp import settings` triggers fastmcp/__init__.py → server.py → `from fastmcp.tools import ToolManager` → fastmcp/tools/__init__.py → `from .tool_manager import ToolManager`, creating a cycle back to tool_manager.py before ToolManager is defined."",""file"":""src/fastmcp/tools/tool_manager.py"",""line"":9,""revision"":""head""},{""explanation"":""`from .tool_manager import ToolManager` at package init level: when server.py triggers this import during tool_manager.py's own loading, Python returns the partial module where ToolManager is not yet defined."",""file"":""src/fastmcp/tools/__init__.py"",""line"":2,""revision"":""head""}]","The PR adds `from fastmcp.tools.tool_manager import ToolManager` to proxy.py (line 26). tool_manager.py's module-level `from fastmcp import settings` triggers fastmcp/__init__.py, which loads server.py, which imports `from fastmcp.tools import ToolManager` (line 59 of server.py). The fastmcp/tools/__init__.py re-imports tool_manager.py, completing the cycle. If tool_manager.py is the first module in this chain to be loaded, ToolManager may not be defined when proxy.py tries to use it. This import was introduced by the PR.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,proxy.py 本 PR 新增 from fastmcp.tools.tool_manager import ToolManager 以继承 ProxyToolManager，与 tool_manager 形成不安全循环导入。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-0434603e1ab53effb830ba32,1,adjcase-64c80d7cced75f08909e63d6,human,crewAIInc/crewAI,2266,2368800162,Python,feat,00eede0d5d7b9ea591d939689e8e05f89f9d975d,d0b65bb1452f7b0684b12d98af402a3aaf015405,quality,true,py/test-equals-none,Testing equality to None,recommendation,very-high,performance_efficiency,quality|reliability|correctness|performance,tests/llm_test.py,222,Testing for None should use the 'is' operator.,"{""primaryLocationLineHash"": ""7e12098d7c3bada1:1"", ""primaryLocationStartColumnFingerprint"": ""7""}",fingerprint,1,human,4230,adjbatch-34c55a4cdf7646f9d72ae8fe,1,7d6b4e3c618b075e8001d678546e9ccad216ac45cbe535736dc336807a613e33,yes,yes,yes,should_fix,high,"[{""explanation"":""Uses equality operator == to test against None: 'assert llm._get_custom_llm_provider() == None'"",""file"":""tests/llm_test.py"",""line"":222,""revision"":""head""},{""explanation"":""Previously compared to string 'openai'; change to None comparison introduced the pattern violation"",""file"":""tests/llm_test.py"",""line"":222,""revision"":""before""}]","The staged change modified the assertion to compare against None using == instead of the idiomatic 'is' operator. Python best practices (PEP 8) require 'is None' for identity checks, as == can invoke overridden equality methods.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,llm_test 本 PR 把断言改成 == None，PEP8 要求对 None 用 is。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-043e7a1091af2ff489d0e2b7,1,adjcase-ed03017662fb95973b766479,ai,dust-tt/dust,10572,2834062498,TypeScript,refactor,c4c1a5d9e2a4c02177de5d06402612748109c442,195c61a3ff9858c20a0587b8a8d56d14e6f5385f,quality,true,js/trivial-conditional,Useless conditional,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-570|external/cwe/cwe-571,front/components/app/blocks/LLM.tsx,255,This use of variable 'readOnly' always evaluates to false.,"{""primaryLocationLineHash"": ""b9f34e73acc5c9bc:3"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1830,adjbatch-236f2e262c73c8a109404048,1,45a378b27b38e5cb4d18c3290b3cd20e938602fc56b2b847b717bb8fdd4c84ae,yes,yes,yes,should_fix,high,"[{""explanation"":""Outer conditional: {readOnly ? null : ( renders the input only when readOnly is false"",""file"":""front/components/app/blocks/LLM.tsx"",""line"":246,""revision"":""head""},{""explanation"":""Inner conditional checks readOnly in className, but this code only executes when readOnly is false, making the check always evaluate to false"",""file"":""front/components/app/blocks/LLM.tsx"",""line"":255,""revision"":""head""},{""explanation"":""readOnly prop is set on the input element, consistent with the outer conditional logic"",""file"":""front/components/app/blocks/LLM.tsx"",""line"":259,""revision"":""head""}]","The conditional check on readOnly at line 255 is nested inside a block that only renders when readOnly is false (line 246). The ternary at line 255 will always take the false branch, making it dead code. This pattern was introduced when replacing Sparkle Input components with raw input elements.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,LLM.tsx 本 PR 在 {readOnly ? null : (...)} 内给 input 加 className 三元，此处 readOnly 恒为 false，true 分支死代码。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-044db30353abd86adb0f86ab,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/trivial-conditional,Useless conditional,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-570|external/cwe/cwe-571,packages/kit-bg/src/services/ServicePrime/ServicePrime.tsx,87,This use of variable 'accessToken' always evaluates to true.,"{""primaryLocationLineHash"": ""ed7c966d565c5c3:1"", ""primaryLocationStartColumnFingerprint"": ""54""}",fingerprint,1,human,915,adjbatch-e1a111204e3549650cf85c8e,1,a5a9ea3aff9bdacf608049e9a7e0102c6857e51ec48089c6871cdfbfd1c4e3de,yes,yes,yes,optional,high,"[{""explanation"":""`if (accessToken) {` guards the block, so inside it accessToken is known truthy."",""file"":""packages/kit-bg/src/services/ServicePrime/ServicePrime.tsx"",""line"":86,""revision"":""head""},{""explanation"":""`saveAuthToken(accessToken || '')` re-tests the same already-truthy value, making the `|| ''` fallback unreachable."",""file"":""packages/kit-bg/src/services/ServicePrime/ServicePrime.tsx"",""line"":87,""revision"":""head""},{""explanation"":""`apiLogin({ accessToken }: { accessToken: string })` types the parameter as a non-optional string, reinforcing that the defensive fallback is redundant."",""file"":""packages/kit-bg/src/services/ServicePrime/ServicePrime.tsx"",""line"":85,""revision"":""head""}]","ServicePrime.tsx is added wholesale by the staged change (553 inserted lines), and the `accessToken || ''` inside `if (accessToken)` is genuinely dead defensive code. It is harmless at runtime, so this is a low-priority cleanup rather than a defect that blocks merge.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,告警命中第 87 行的 accessToken || ''，该表达式位于 if (accessToken) 分支内，因此左操作数在这条路径上恒真，空串回退确属冗余；文件又是本 PR 新增。,,model_retained,confirmed_valid,condition_absent,confirmed_valid,consensus_after_independent_rereview
qalert-04711f909b7f6cc7e809092c,1,adjcase-cb5bbe221bd2aa0b7ab0c347,human,prebid/Prebid.js,12648,2274027926,JavaScript,feat,743f100fcfc2551b79cc1e677170a4e1796ebd51,9bac5f5ad051e7c6bb2333b1e4c3d31dbf8ffcf9,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,modules/rubiconBidAdapter.js,556,Avoid automated semicolon insertion (91% of all statements in [the enclosing function](1) have an explicit semicolon).,"{""primaryLocationLineHash"": ""316c05271a290888:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2372,adjbatch-fa52a547a5913c712564c976,1,4997b51b4a5976e68337ed15e13c7cd0365b573d2abeac16af933ff4daa276cd,yes,yes,yes,optional,high,"[{""explanation"":""Const declaration lacks semicolon: `const id = eid.source === 'rubiconproject.com' ? eid.uids[0].id : `${eid.uids[0].id}^${eid.uids[0].atype || ''}`` (no semicolon)"",""file"":""modules/rubiconBidAdapter.js"",""line"":556,""revision"":""head""},{""explanation"":""Line 556 is part of refactored user ID handling code that replaced the old ortb2.user.ext.eids logic"",""file"":""modules/rubiconBidAdapter.js"",""line"":537,""revision"":""head""}]","Line 556 is missing a semicolon, inconsistent with 91% of statements in the enclosing function. This line is part of newly written code that refactored the EID handling logic, making it introduced by the PR. Low-priority style issue.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,modules/rubiconBidAdapter.js 第 556 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-04825bb8e4216e77c91b00ae,1,adjcase-5f8c3ff80cd1fdbac32689a0,ai,ryokun6/ryos,66,3077747496,TypeScript,refactor,5779f2a028db8281d425e55ed6390402a361bb75,2a5aebce74bd52c9ad527cff0d6aba1177682803,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,src/apps/terminal/components/TerminalAppComponent.tsx,3328,Unused variable debouncedInsertTextUpdate.,"{""primaryLocationLineHash"": ""23c0bd88c37413f4:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,1,ai,471,adjbatch-d3827e911557ad55fabb026d,1,b45e3afdc55adeaa7850598475eafce18d5ce2f4dc19d09c5728e0b672b96cf3,yes,yes,yes,should_fix,high,"[{""explanation"":""debouncedInsertTextUpdate is declared but never called in the staged file"",""file"":""src/apps/terminal/components/TerminalAppComponent.tsx"",""line"":3328,""revision"":""head""},{""explanation"":""debouncedInsertTextUpdate was called in the textEditInsertText tool handler"",""file"":""src/apps/terminal/components/TerminalAppComponent.tsx"",""line"":677,""revision"":""before""},{""explanation"":""The PR removed the tool handler logic, eliminating the call site"",""file"":""src/apps/terminal/components/TerminalAppComponent.tsx"",""line"":591,""revision"":""head""}]","The PR moved tool handling to useAiChat hook, removing the textEditInsertText handler that was the only caller of debouncedInsertTextUpdate. The variable declaration should be removed.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,PR added createDebouncedAction and debouncedInsertTextUpdate at file end; neither is used.,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-048dc66f935b532a53da2124,1,adjcase-af99581cb7ea6b7fff84cc77,ai,BeehiveInnovations/zen-mcp-server,95,3164250713,Python,feat,4dae6e457ee05fb1042cd853d450c203e7985672,5cd93974e23df2e6b27eb965b730b26948bbf26a,quality,true,py/unused-local-variable,Unused local variable,recommendation,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-563,simulator_tests/test_refactor_validation.py,589,Variable expert_analysis is not used.,"{""primaryLocationLineHash"": ""915515cf2158da19:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1801,adjbatch-acbe6d7ea5b8c327b800ab46,2,03c5f8feb84bd320ff92131be2f74e4466570a0af12c931e5f82ab694d074ed3,yes,yes,yes,should_fix,high,"[{""explanation"":""In the elif branch, `expert_analysis = {\""content\"": response_final_data.get(\""content\"", \""\"")}` is assigned but never read; the very next line (590) derives `analysis_content` directly from `response_final_data.get(\""content\"", \""\"")`, making the assignment dead code."",""file"":""simulator_tests/test_refactor_validation.py"",""line"":589,""revision"":""head""},{""explanation"":""After the if/elif chain, only `analysis_text = analysis_content` is used; `expert_analysis` from line 589 is never referenced in the remainder of the method."",""file"":""simulator_tests/test_refactor_validation.py"",""line"":596,""revision"":""head""}]","The elif branch at line 589 assigns `expert_analysis` but derives `analysis_content` directly from `response_final_data` rather than from `expert_analysis`, leaving the assigned dict unused. This contrasts with the if-branch at lines 582-583 where `expert_analysis` is used to build `analysis_content`. The new workflow-based test class was introduced by the PR (file is in the staged diff), and this dead assignment was added as part of that rewrite.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,test_refactor_validation.py 在 files_required_to_continue 分支赋值 expert_analysis 后只用 analysis_content。该绑定未读取。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-04b4c55c517309f5061addf1,1,adjcase-dba7b56d84240f0ea9740840,ai,Kiln-AI/Kiln,361,3136468494,Python,feat,e341517faef8298453fb68a885dc2d0b9b5bbfe9,e2b442c3d5b56ad25723a24a3688363dd08c84b2,quality,true,py/test-equals-none,Testing equality to None,recommendation,very-high,performance_efficiency,quality|reliability|correctness|performance,libs/core/kiln_ai/adapters/fine_tune/test_dataset_formatter.py,790,Testing for None should use the 'is' operator.,"{""primaryLocationLineHash"": ""8d4f134bbc9493bc:1"", ""primaryLocationStartColumnFingerprint"": ""7""}",fingerprint,1,ai,512,adjbatch-e408e636ee503785a77b60d6,2,ad977d3617576dd59bc759db63f04e17114384a017b96be5e493194638d88c43,yes,yes,yes,optional,high,"[{""explanation"":""assert training_data_output.thinking_instructions == None uses == rather than is None. Function test_build_training_data_with_COT_r1_style is testing new R1-compatible thinking functionality, making this a new assertion."",""file"":""libs/core/kiln_ai/adapters/fine_tune/test_dataset_formatter.py"",""line"":790,""revision"":""head""}]","Line 790 uses '== None' instead of 'is None' in a pytest assertion. The condition is present and is a genuine Python quality issue: equality testing can invoke __eq__ whereas identity testing with 'is' is semantically correct and unconditionally reliable for None checks. The assertion is inside test_build_training_data_with_COT_r1_style, a function testing newly added R1-compatible thinking functionality, so it is introduced by the PR. In test code the practical risk is negligible (no custom __eq__ on return dataclass fields), making this optional rather than must_fix.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,test_dataset_formatter.py 本 PR 新增 assert thinking_instructions == None，应用 is None。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-04ca022b87866c1b229605a2,1,adjcase-9783050f8d50354d0c6ca597,human,OneKeyHQ/app-monorepo,7207,2478231534,TypeScript,feat,5320d2a3171c914eb8dd0f8888a5e74b90d8e23d,27d25ccffefe720bbc893f33ec384c17e755b798,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/kit-bg/src/dbs/local/indexed/LocalDbIndexedBase.ts,21,Unused import INDEXED_DB_NAME.,"{""primaryLocationLineHash"": ""a23f9cabe7a9aed0:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,116,adjbatch-b3046552cfd2eadde65182b4,3,6047ada28e74038c69c39e481df6361e829309d4614fdf4e7503cbc6d9c17770,yes,yes,yes,should_fix,high,"[{""explanation"":""Before the PR, `INDEXED_DB_NAME` was actively used in `openDB(INDEXED_DB_NAME, INDEXED_DB_VERSION, ...)` and `deleteDB(INDEXED_DB_NAME)`."",""file"":""packages/kit-bg/src/dbs/local/indexed/LocalDbIndexedBase.ts"",""line"":15,""revision"":""before""},{""explanation"":""The PR replaced all usages with `indexedDBUtils.buildDbName(bucketName)` and `IndexedDBPromised.deleteDatabase(...)`, but left `INDEXED_DB_NAME` in the import at line 21-25. No remaining active reference to `INDEXED_DB_NAME` exists in the head file."",""file"":""packages/kit-bg/src/dbs/local/indexed/LocalDbIndexedBase.ts"",""line"":21,""revision"":""head""}]","The PR refactored the DB open/delete logic away from the `idb` library to `IndexedDBPromised`, replacing all concrete uses of `INDEXED_DB_NAME`. The import was not cleaned up, leaving it genuinely unused. This is a straightforward dead-import introduced by the PR.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,LocalDbIndexedBase.ts 本 PR 注释掉 deleteDB(INDEXED_DB_NAME)，常量导入未删。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-04dce055188c3930ebb31595,1,adjcase-4365ccdd0161126e699bcba1,human,OneKeyHQ/app-monorepo,6743,2358966316,TypeScript,feat,4f298e35e3de2b3d22c39d4f99165eca056672ee,80324b50abad4137af11c9959ee3a349ada53588,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/kit/src/views/Staking/components/UniversalWithdraw/index.tsx,41,Unused import ValuePriceListItem.,"{""primaryLocationLineHash"": ""68d3b9b7aac5a354:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2204,adjbatch-faec90b33ec8309cc22abee8,1,674d968bad6ec353449b2c88938fb632898bbb13792fa47f840996f27c32fd55,yes,yes,yes,should_fix,high,"[{""explanation"":""`import { ValuePriceListItem } from '../ValuePriceListItem';` is the only occurrence of the name in the staged file."",""file"":""packages/kit/src/views/Staking/components/UniversalWithdraw/index.tsx"",""line"":41,""revision"":""head""},{""explanation"":""The before revision rendered `<ValuePriceListItem tokenSymbol=... fiatSymbol=... amount=... fiatValue=... />` at line 306 inside the receive row."",""file"":""packages/kit/src/views/Staking/components/UniversalWithdraw/index.tsx"",""line"":306,""revision"":""before""}]","The receive row that consumed `ValuePriceListItem` was removed in favour of inline `NumberSizeableText` output, leaving the import unreferenced. Same root cause as the CalculationList alert and equally a CI lint failure under @typescript-eslint/no-unused-vars.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,UniversalWithdraw 本 PR 去掉 JSX 中唯一的 <ValuePriceListItem>，import { ValuePriceListItem } 仍保留。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-04f345d7dd0cde2635279948,1,adjcase-eae0adec731ac2f11a5b5a9c,human,mendableai/firecrawl,1461,2458738169,TypeScript,feat,0ac86abead895abb2bb856eb460cb8ad43293a9d,2378636fb76ab93e48cf1d3f11909192fdfa4504,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/api/src/controllers/v1/scrape.ts,13,Unused import logJob.,"{""primaryLocationLineHash"": ""e1cede4f2a369f57:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2022,adjbatch-728f2d931ae108fe3ce5549b,1,1e12f03674834c644deafb72951bb811467d0dfb1f1b1a3ec42652bcd6f10fed,yes,yes,yes,should_fix,high,"[{""explanation"":""logJob is imported and used to log scrape completion in the before revision"",""file"":""apps/api/src/controllers/v1/scrape.ts"",""line"":13,""revision"":""before""},{""explanation"":""logJob import remains but the logJob call was removed from the controller"",""file"":""apps/api/src/controllers/v1/scrape.ts"",""line"":13,""revision"":""head""},{""explanation"":""logJob call was moved to the worker processJob function"",""file"":""apps/api/src/services/queue-worker.ts"",""line"":1210,""revision"":""head""}]",The PR removed the logJob invocation from scrapeController (previously at lines 125-139 in before revision) and moved it to queue-worker.ts. The import at line 13 is now unused and should be removed.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,v1/scrape.ts 本 PR 删除 logJob({...}) 调用，logJob 导入未删。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-0547626bb3695bc0e22c352b,1,adjcase-492309c2f24a3b3aee5c368d,ai,apache/pulsar,24542,3250080019,Java,fix,bb3b6a4e081c63e13afaff6c05169219c0002011,975ff1f23d579ffc49fbc12a86def464254de4d9,quality,true,java/unused-parameter,Useless parameter,recommendation,high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-561,managed-ledger/src/main/java/org/apache/bookkeeper/mledger/impl/OpReadEntry.java,70,The parameter 'ctx' is never used.,"{""primaryLocationLineHash"": ""e7aa78b9c7761133:1"", ""primaryLocationStartColumnFingerprint"": ""62""}",fingerprint,1,ai,1768,adjbatch-2e0738d3b605d57ce1e24527,1,59566c5c957cf3363ab7e6cc0ff8fc21a3165885c1f4da702440f9a6898134bb,yes,yes,yes,optional,high,"[{""explanation"":""internalReadEntriesComplete(List<Entry>, Object ctx, Position lastPosition) declares ctx, but the body (lines 71-98) never reads it; completion instead relies on the field ctx via checkReadCompletion()."",""file"":""managed-ledger/src/main/java/org/apache/bookkeeper/mledger/impl/OpReadEntry.java"",""line"":70,""revision"":""head""},{""explanation"":""Before revision signature was `private void internalReadEntriesComplete(List<Entry> returnedEntries)` with no ctx parameter, so the staged change added the unused parameter."",""file"":""managed-ledger/src/main/java/org/apache/bookkeeper/mledger/impl/OpReadEntry.java"",""line"":70,""revision"":""before""},{""explanation"":""Class field `Object ctx` exists and is the value actually used on the completion path, so the parameter shadows the field while being dead."",""file"":""managed-ledger/src/main/java/org/apache/bookkeeper/mledger/impl/OpReadEntry.java"",""line"":43,""revision"":""head""}]",The staged signature adds a ctx parameter that is never read in the method body and shadows the same-named field that the completion path actually uses. Real but low-impact maintainability noise in a package-private method with two callers.,1,0,False,completed,confirmed_valid,yes,yes,yes,,,PR added ctx to internalReadEntriesComplete even though the method never reads it; this internal helper is not an interface override.,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-054c5a4758cce2d84a414fb1,1,adjcase-689c07aef7c1f7fbb66df28b,ai,CapSoftware/Cap,561,3078115880,TypeScript,fix,bc43fbece58c74650489cbf810c45acc54bc626a,79c6f5b47c11677d2c0204c8eac0967f3aea1c53,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/desktop/src/routes/(window-chrome)/settings/license.tsx,200,Unused variable type.,"{""primaryLocationLineHash"": ""374bfefdc65736ea:1"", ""primaryLocationStartColumnFingerprint"": ""7""}",fingerprint,1,ai,1166,adjbatch-4e79492596442144e6e26f1f,1,6749c7288112e2c97dfedf78667da407257f85073359956e19b828ee81737456,yes,yes,yes,optional,high,"[{""explanation"":""The `type` accessor destructured here is never invoked; line 216's `body: { type: isCommercialAnnual() ? \""yearly\"" : \""lifetime\"" }` is an object property key, not a read of this signal."",""file"":""apps/desktop/src/routes/(window-chrome)/settings/license.tsx"",""line"":200,""revision"":""head""},{""explanation"":""Price rendering reads `isCommercialAnnual()` rather than `type()`, confirming the signal accessor has no consumer."",""file"":""apps/desktop/src/routes/(window-chrome)/settings/license.tsx"",""line"":262,""revision"":""head""},{""explanation"":""The same declaration existed before, but `type()` was read repeatedly (price text, switch aria-checked/data-state, mutate argument), so the accessor was live."",""file"":""apps/desktop/src/routes/(window-chrome)/licensing.tsx"",""line"":171,""revision"":""before""}]",Both halves of the retained `createSignal` pair are dead in the new component: `type()` is never called because the UI moved to `isCommercialAnnual`. The unused-variable condition holds and was created by this rewrite; it is leftover refactor residue worth deleting but not blocking.,1,0,False,completed,confirmed_valid,yes,yes,yes,,,新文件 license.tsx 解构 createSignal 得到 type 后改用 isCommercialAnnual，type 未使用。本 PR 引入。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
