case_id,case_control,target_family,group,repo_name,pr_number,pr_id,language,task_type,changed_kloc,silver_finding_n,matched_positive_case_id,same_repository_match,control_match_score,split,case_target_family,reference_family,reference_role,alert_category,changed_file,codeql_version,is_quality_alert,is_security_alert,location_class,precision,problem_severity,quality_primary_reference,quality_category,reference_visible_in_diff,rule_id,rule_kind,rule_name,start_line,reference_id,automatic_recovered,semantic_recovered,semantic_recovered_by_finding_ids,automatic_semantic_agreement,adjudication_alert_id,human_review_status,human_disposition,validated_issue_reference,quality_strict_reference,quality_broad_reference,rule_tags,base_sha,head_sha,file_path,hunk_header,hunk_new_start,hunk_new_end,lifecycle,reference_on_added_line,reference_visibility_gate_version,reference_tiers,actionability_version,query_suite,original_semantic_recovered
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,409,sf-f9ebccc5398a15374c3f,0,0,,1,qalert-821b617d2f277423df60d47a,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -370,56 +371,43 @@ bool RareSnesTrack::readEvent(void) {",371,413,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,462,sf-d5f5783ed4e8be466c0d,0,0,,1,qalert-01e07cc05e43c79ad6f89446,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -469,30 +457,27 @@ bool RareSnesTrack::readEvent(void) {",457,483,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,478,sf-423170c87a3e48843943,0,0,,1,qalert-1342ab4865c99a18671394b8,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -469,30 +457,27 @@ bool RareSnesTrack::readEvent(void) {",457,483,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,501,sf-16798d3037fd85f50d91,0,0,,1,qalert-bd7a2eca56fec6c3707f69f3,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -510,15 +495,12 @@ bool RareSnesTrack::readEvent(void) {",495,506,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,637,sf-bf765b802826d9a313e0,0,0,,1,qalert-d5a89f60c1110f285f858ee5,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -685,16 +634,17 @@ bool RareSnesTrack::readEvent(void) {",634,650,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,645,sf-20f8bb0ad34f716cc978,0,0,,1,qalert-b25f461d3725a92162b7718e,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -685,16 +634,17 @@ bool RareSnesTrack::readEvent(void) {",634,650,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,662,sf-5af5ce73bbe2b330b836,0,0,,1,qalert-571e2a69978227b11c6252a7,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -707,44 +657,35 @@ bool RareSnesTrack::readEvent(void) {",657,691,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,674,sf-a9a523b61e945237e18d,0,0,,1,qalert-2331f2149076717e01e6c076,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -707,44 +657,35 @@ bool RareSnesTrack::readEvent(void) {",657,691,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,686,sf-1fd7683482fe2e5401b4,0,0,,1,qalert-f68ab7b68a82a9e707b88cdf,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -707,44 +657,35 @@ bool RareSnesTrack::readEvent(void) {",657,691,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,701,sf-53032084b83407f6d796,0,0,,1,qalert-366faa496369b33a4e6facd7,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -757,12 +698,9 @@ bool RareSnesTrack::readEvent(void) {",698,706,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,720,sf-7d1fc620a9d0f451b327,0,0,,1,qalert-537aa4356185a91b6e0cd76c,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -779,104 +717,71 @@ bool RareSnesTrack::readEvent(void) {",717,787,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/declaration-hides-variable,problem,Declaration hides variable,731,sf-cb09a51e7127a7e35e08,0,0,,1,qalert-5c2ff9f0b78983cd7e6b8f86,completed,not_valid_issue,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -779,104 +717,71 @@ bool RareSnesTrack::readEvent(void) {",717,787,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/long-switch,problem,Long switch case,535,sf-0de45708829c1c059caf,0,0,,1,qalert-66d059ba6d40cbb269016200,completed,not_pr_introduced,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/HudsonSnes/HudsonSnesSeq.cpp,"@@ -539,40 +534,31 @@ bool HudsonSnesTrack::readEvent() {",534,564,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/long-switch,problem,Long switch case,339,sf-5d258577a9dbaecb76f4,0,0,,1,qalert-ec38102ade10fe4fa23e9722,completed,not_pr_introduced,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/KonamiSnes/KonamiSnesSeq.cpp,"@@ -337,40 +338,33 @@ bool KonamiSnesTrack::readEvent(void) {",338,370,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/long-switch,problem,Long switch case,249,sf-d739dd52d170a8b4bd0b,0,0,,1,qalert-77e85215aeadbb3e55af373e,completed,not_pr_introduced,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/MoriSnes/MoriSnesSeq.cpp,"@@ -248,40 +248,32 @@ bool MoriSnesTrack::readEvent() {",248,279,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/long-switch,problem,Long switch case,136,sf-9a81d8e5bc4f9d31bbd1,0,0,,1,qalert-0a590fb3068013f1b0bc8b56,completed,not_pr_introduced,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/NamcoSnes/NamcoSnesSeq.cpp,"@@ -134,72 +135,64 @@ bool NamcoSnesSeq::readEvent() {",135,198,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/long-switch,problem,Long switch case,181,sf-ff0f227077bfa81d095c,0,0,,1,qalert-6c01b7d303632f85939b942b,completed,not_pr_introduced,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/PandoraBoxSnes/PandoraBoxSnesSeq.cpp,"@@ -180,40 +180,31 @@ bool PandoraBoxSnesTrack::readEvent() {",180,210,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/long-switch,problem,Long switch case,269,sf-8e3d36b0f34859cb0861,0,0,,1,qalert-baa1e790bce0de3817a543b7,completed,not_pr_introduced,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/PrismSnes/PrismSnesSeq.cpp,"@@ -268,40 +268,31 @@ bool PrismSnesTrack::readEvent() {",268,298,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/long-switch,problem,Long switch case,373,sf-f76d2a15083b799c8006,0,0,,1,qalert-b54f5181dc1e91b0680d68aa,completed,not_pr_introduced,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/RareSnes/RareSnesSeq.cpp,"@@ -370,56 +371,43 @@ bool RareSnesTrack::readEvent(void) {",371,413,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/long-switch,problem,Long switch case,236,sf-33d5cbaa34fdc75e1cea,0,0,,1,qalert-5f06d42914f468c7846260d4,completed,not_pr_introduced,0,False,True,maintainability|readability,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/SuzukiSnes/SuzukiSnesSeq.cpp,"@@ -235,40 +235,32 @@ bool SuzukiSnesTrack::readEvent() {",235,266,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-03011033f32e831010a4,positive,quality,ai,vgmtrans/vgmtrans,612,3147947387,C++,refactor,2.807000,29,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,maintainability,True,cpp/trivial-switch,problem,No trivial switch statements,758,sf-872cea3e359d17e39012,0,0,,1,qalert-0dec504c4d0a590197a0307a,completed,condition_absent,0,False,True,maintainability|readability|external/jsf,69da9a776a537f0a79717586399da193d4161107,f49f3464a910527e59378da1553d44ddf4716ce8,src/main/formats/NinSnes/NinSnesSeq.cpp,"@@ -757,41 +757,34 @@ bool NinSnesTrack::readEvent(void) {",757,790,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-067e25b2ef2c5883ce5c,positive,quality,ai,crewAIInc/crewAI,2866,3075757415,Python,feat,0.741000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,238,sf-467f71e13ddbca35d314,0,0,,1,qalert-9b58145d018857f8178dd3a5,completed,not_valid_issue,0,False,True,reliability|maintainability|modularity,227b521f9e2f1aa0a2154bd0a77d22ed9c3b48ea,edcee4c3e1694c43a379b983933e5c8c17bf1ec0,src/crewai/agent.py,"@@ -225,6 +233,21 @@ def execute_task(",233,253,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-067e25b2ef2c5883ce5c,positive,quality,ai,crewAIInc/crewAI,2866,3075757415,Python,feat,0.741000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,7,sf-e9b0e3377e59f18abd11,0,0,,1,qalert-aa94541933c5d12361bb05e8,completed,not_valid_issue,0,False,True,reliability|maintainability|modularity,227b521f9e2f1aa0a2154bd0a77d22ed9c3b48ea,edcee4c3e1694c43a379b983933e5c8c17bf1ec0,src/crewai/utilities/reasoning_handler.py,"@@ -0,0 +1,311 @@",1,311,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-067e25b2ef2c5883ce5c,positive,quality,ai,crewAIInc/crewAI,2866,3075757415,Python,feat,0.741000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,8,sf-41d26d48521c9d558daf,0,0,,1,qalert-a57e6108ef3fc554211d7e97,completed,not_valid_issue,0,False,True,reliability|maintainability|modularity,227b521f9e2f1aa0a2154bd0a77d22ed9c3b48ea,edcee4c3e1694c43a379b983933e5c8c17bf1ec0,src/crewai/utilities/reasoning_handler.py,"@@ -0,0 +1,311 @@",1,311,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-067e25b2ef2c5883ce5c,positive,quality,ai,crewAIInc/crewAI,2866,3075757415,Python,feat,0.741000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/empty-except,problem,Empty except,193,sf-1419af9686058ece4bdb,0,0,,1,qalert-aea9343959fdb073fa788a3f,completed,not_valid_issue,0,False,True,quality|reliability|error-handling|external/cwe/cwe-390,227b521f9e2f1aa0a2154bd0a77d22ed9c3b48ea,edcee4c3e1694c43a379b983933e5c8c17bf1ec0,src/crewai/utilities/reasoning_handler.py,"@@ -0,0 +1,311 @@",1,311,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-0737af73e1a18998c5a2,positive,quality,ai,marimo-team/marimo,3840,2861606292,Python,refactor,0.038000,5,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,error,True,correctness_reliability,True,py/unsafe-cyclic-import,problem,Module-level cyclic import,8,sf-5b31180b7705a2a7ae90,0,0,,1,qalert-08e6c4c2d62b1cd5cca08e0c,completed,not_pr_introduced,0,True,True,reliability|correctness|types,97bf1a38da0d81ed66ccfe58ec7a2f46a2ef1977,e7f1278c7805f7d277c101e5040313a14fbe325e,marimo/_data/get_datasets.py,"@@ -6,6 +6,7 @@",6,12,introduced,False,new_side_hunk_v1,primary|strict|broad,2.0.0,security-and-quality,0
case-0737af73e1a18998c5a2,positive,quality,ai,marimo-team/marimo,3840,2861606292,Python,refactor,0.038000,5,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,error,True,correctness_reliability,True,py/unsafe-cyclic-import,problem,Module-level cyclic import,37,sf-a979232c77146c7339ef,0,0,,1,qalert-fa3d7fe492f9697df1fe896f,completed,not_pr_introduced,0,True,True,reliability|correctness|types,97bf1a38da0d81ed66ccfe58ec7a2f46a2ef1977,e7f1278c7805f7d277c101e5040313a14fbe325e,marimo/_runtime/runner/hooks_post_execution.py,"@@ -37,10 +37,12 @@",37,48,introduced,False,new_side_hunk_v1,primary|strict|broad,2.0.0,security-and-quality,0
